Conference,Year,Paper Title,Paper DOI,Link,IEEE XPLORE Article Number,"Paper type: C=conference paper, T = TVCG journal paper, M=miscellaneous (capstone, keynote, VAST challenge, panel, poster, ...)",Author Names,Author IDs,Deduped author names,filename,Citations
InfoVis,2013,Dimension Projection Matrix/Tree: Interactive Subspace Visual Exploration and Analysis of High Dimensional Data,10.1109/TVCG.2013.150,http://dx.doi.org/10.1109/TVCG.2013.150,6634155,T,Xiaoru Yuan;Donghao Ren;Zuchao Wang;Cong Guo,;;;,Xiaoru Yuan;Donghao Ren;Zuchao Wang;Cong Guo,yuan_infovis_13,1532142;5290705;5613440;1249015;146402;6400488;663866;485140;5613439;5290702;4035763;809866;1382891;1382892;1382893;5290704;4658123;1173151
InfoVis,2013,Edge Compression Techniques for Visualization of Dense Directed Graphs,10.1109/TVCG.2013.151,http://dx.doi.org/10.1109/TVCG.2013.151,6634098,T,"Dwyer, T.;Riche, N.H.;Marriott, K.;Mears, C.",;;;,"Dwyer, T.;Riche, N.H.;Marriott, K.;Mears, C.",dwyer_infovis_13,5290726;6065003;4015416;1382906
InfoVis,2013,Empirical Guidance on Scatterplot and Dimension Reduction Technique Choices,10.1109/TVCG.2013.153,http://dx.doi.org/10.1109/TVCG.2013.153,6634128,T,"Sedlmair, M.;Munzner, T.;Tory, M.",;;,"Sedlmair, M.;Munzner, T.;Tory, M.",sedlmair_infovis_13,5290709;6064985;4376149;1532142;636793;5652392;6400490;4658124;5332628
InfoVis,2013,Entourage: Visualizing Relationships between Biological Pathways using Contextual Subsets,10.1109/TVCG.2013.154,http://dx.doi.org/10.1109/TVCG.2013.154,6634190,T,"Lex, A.;Partl, C.;Kalkofen, D.;Streit, M.;Gratzl, S.;Wassermann, A.M.;Schmalstieg, D.;Pfister, H.",;;;;;;;,"Lex, A.;Partl, C.;Kalkofen, D.;Streit, M.;Gratzl, S.;Wassermann, A.M.;Schmalstieg, D.;Pfister, H.",lex_infovis_13,5333443;6064995;6065000;5290706;6064990;885087
InfoVis,2013,Evaluation of filesystem Provenance Visualization Tools,10.1109/TVCG.2013.155,http://dx.doi.org/10.1109/TVCG.2013.155,6634189,T,"Borkin, M.A.;Yeh, C.S.;Boyd, M.;Macko, P.;Gajos, K.Z.;Seltzer, M.;Pfister, H.",;;;;;;,"Borkin, M.;Yeh, C.S.;Boyd, M.;Macko, P.;Gajos, K.;Seltzer, M.;Pfister, H.",borkin2_infovis_13,4015433;1532136;4015416;5290692;1382906;1382886;1532788;6065012;1532134
InfoVis,2013,GPLOM: The Generalized Plot Matrix for Visualizing Multidimensional Multivariate Data,10.1109/TVCG.2013.160,http://dx.doi.org/10.1109/TVCG.2013.160,6634192,T,"Im, J.-F.;McGuffin, M.J.;Leung, R.",;;,"Im, J.-F.;McGuffin, M.J.;Leung, R.",im_infovis_13,1532142;4376168;5290705;5332586;4376133;146386;6064996;5613448;6064990;398859;6064997;5613431;885086;4376140;1382895;4658123;175796
InfoVis,2013,Hybrid-Image Visualization for Large Viewing Environments,10.1109/TVCG.2013.163,http://dx.doi.org/10.1109/TVCG.2013.163,6634173,T,"Isenberg, P.;Dragicevic, P.;Willett, W.;Bezerianos, A.;Fekete, J.-D.",;;;;,"Isenberg, P.;Dragicevic, P.;Willett, W.;Bezerianos, A.;Fekete, J.",isenberg_infovis_13,6327257;6327261;4015437;4376154;963288;4376151;1532131
InfoVis,2013,Information Visualization and Proxemics: Design Opportunities and Empirical findings,10.1109/TVCG.2013.166,http://dx.doi.org/10.1109/TVCG.2013.166,6634094,T,"Jakobsen, M.R.;Sahlemariam Haile, Y.;Knudsen, S.;Hornbaek, K.",;;;,"Jakobsen, M.R.;Sahlemariam Haile, Y.;Knudsen, S.;Hornbaek, K.",jakobsen2_infovis_13,4015437;6327275;6327257;4376131;1532136
InfoVis,2013,"Interactive Visualizations on Large and Small Displays: The Interrelation of Display Size, Information Space, and Scale",10.1109/TVCG.2013.170,http://dx.doi.org/10.1109/TVCG.2013.170,6634121,T,"Jakobsen, M.R.;Hornbaek, K.",;,"Jakobsen, M.R.;Hornbaek, K.",jakobsen_infovis_13,4015437;4015436
InfoVis,2013,LineUp: Visual Analysis of Multi-Attribute Rankings,10.1109/TVCG.2013.173,http://dx.doi.org/10.1109/TVCG.2013.173,6634146,T,"Gratzl, S.;Lex, A.;Gehlenborg, N.;Pfister, H.;Streit, M.",;;;;,"Gratzl, S.;Lex, A.;Gehlenborg, N.;Pfister, H.;Streit, M.",gratzl_infovis_13,6327273;4658136;568118;4658150;4376146
InfoVis,2013,Nanocubes for Real-Time Exploration of Spatiotemporal Datasets,10.1109/TVCG.2013.179,http://dx.doi.org/10.1109/TVCG.2013.179,6634137,T,"Lins, L.;Klosowski, J.T.;Scheidegger, C.",;;,"Lins, L.;Klosowski, J.T.;Scheidegger, C.E.",lins_infovis_13,4015421;1173141;5290718;4677357;4376133;1173156;146386;6064996
InfoVis,2013,Orthographic Star Coordinates,10.1109/TVCG.2013.182,http://dx.doi.org/10.1109/TVCG.2013.182,6634131,T,"Lehmann, D.J.;Theisel, H.",;,"Lehmann, D.J.;Theisel, H.",lehmann_infovis_13,663916
InfoVis,2013,Perception of Average Value in Multiclass Scatterplots,10.1109/TVCG.2013.183,http://dx.doi.org/10.1109/TVCG.2013.183,6634120,T,"Gleicher, M.;Correll, M.;Nothelfer, C.;Franconeri, S.",;;;,"Gleicher, M.;Correll, M.;Nothelfer, C.;Franconeri, S.",gleicher_infovis_13,6327245
InfoVis,2013,Radial Sets: Interactive Visual Analysis of Large Overlapping Sets,10.1109/TVCG.2013.184,http://dx.doi.org/10.1109/TVCG.2013.184,6634104,T,"Alsallakh, B.;Aigner, W.;Miksch, S.;Hauser, H.",;;;,"Alsallakh, B.;Aigner, W.;Miksch, S.;Hauser, H.",alsallakh_infovis_13,4015417;5290706;4658148;6064991;1382886;5613447;6327291;1173157
InfoVis,2013,Selecting the Aspect Ratio of a Scatter Plot Based on Its Delaunay Triangulation,10.1109/TVCG.2013.187,http://dx.doi.org/10.1109/TVCG.2013.187,6634178,T,"Fink, M.;Haunert, J.-H.;Spoerhase, J.;Wolff, A.",;;;,"Fink, M.;Haunert, J.-H.;Spoerhase, J.;Wolff, A.",fink_infovis_13,4015420;6327267;6064993
InfoVis,2013,SketchStory: Telling More Engaging Stories with Data through Freeform Sketching,10.1109/TVCG.2013.191,http://dx.doi.org/10.1109/TVCG.2013.191,6634113,T,"Bongshin Lee;Kazi, R.H.;Smith, G.",;;,"Bongshin Lee;Kazi, R.H.;Smith, G.",lee_infovis_13,4376131;6327281;5613452;6327284;4658129;4388992
InfoVis,2013,SoccerStories: A Kick-off for Visual Soccer Analysis,10.1109/TVCG.2013.192,http://dx.doi.org/10.1109/TVCG.2013.192,6634087,T,"Perin, C.;Vuillemot, R.;Fekete, J.-D.",;;,"Perin, C.;Vuillemot, R.;Fekete, J.",perin_infovis_13,4376154;6064994;6064996;6327288
InfoVis,2013,StoryFlow: Tracking the Evolution of Stories,10.1109/TVCG.2013.196,http://dx.doi.org/10.1109/TVCG.2013.196,6634164,T,Shixia Liu;Yingcai Wu;Enxun Wei;Mengchen Liu;Yang Liu,;;;;,Shixia Liu;Yingcai Wu;Enxun Wei;Mengchen Liu;Yang Liu,liu_infovis_13,6327273;6064988;5613452;6065001;4677364;6327274;6634134;6327272;4035762;5333437;6065008
InfoVis,2013,Understanding Interfirm Relationships in Business Ecosystems with Interactive Visualization,10.1109/TVCG.2013.209,http://dx.doi.org/10.1109/TVCG.2013.209,6634088,T,"Basole, R.C.;Clear, T.;Mengdie Hu;Mehrotra, H.;Stasko, J.",;;;;,"Basole, R.C.;Clear, T.;Mengdie Hu;Mehrotra, H.;Stasko, J.",basole_infovis_13,4015417;1532134;1249027;1532126;6327248;4015419;5652530;4015424
InfoVis,2013,Using Concrete Scales: A Practical Framework for Effective Visual Depiction of Complex Measures,10.1109/TVCG.2013.210,http://dx.doi.org/10.1109/TVCG.2013.210,6634143,T,"Chevalier, F.;Vuillemot, R.;Gali, G.",;;,"Chevalier, F.;Vuillemot, R.;Gali, G.",chevalier_infovis_13,6327259
InfoVis,2013,Variant View: Visualizing Sequence Variants in their Gene Context,10.1109/TVCG.2013.214,http://dx.doi.org/10.1109/TVCG.2013.214,6634170,T,"Ferstay, J.A.;Nielsen, C.B.;Munzner, T.",;;,"Ferstay, J.A.;Nielsen, C.B.;Munzner, T.",ferstay_infovis_13,5290695;4658124;6327248;6064996;1249023;5290690;5290692;6065017
InfoVis,2013,Visual Compression of Workflow Visualizations with Automated Detection of Macro Motifs,10.1109/TVCG.2013.225,http://dx.doi.org/10.1109/TVCG.2013.225,6634198,T,"Maguire, E.;Rocca-Serra, P.;Sansone, S.-A.;Davies, J.;Min Chen",;;;;,"Maguire, E.;Rocca-Serra, P.;Sansone, S.-A.;Davies, J.;Chen, M.",maguire_infovis_13,4376187;1382904;4015425;5290771;6327266;567746_1;4658192;4015424
InfoVis,2013,Visual Sedimentation,10.1109/TVCG.2013.227,http://dx.doi.org/10.1109/TVCG.2013.227,6634152,T,"Huron, S.;Vuillemot, R.;Fekete, J.-D.",;;,"Huron, S.;Vuillemot, R.;Fekete, J.",huron_infovis_13,6400552;6327271;6065010;1249014;6064996;4658136;4658138;1382896;4376146
InfoVis,2013,Visualization of Shape Motions in Shape Space,10.1109/TVCG.2013.230,http://dx.doi.org/10.1109/TVCG.2013.230,6634092,T,"Taimouri, V.;Jing Hua",;,"Taimouri, V.;Jing Hua",taimouri_infovis_13,4015471;1249025;5290729;1382896
InfoVis,2013,Visualizing Change over Time Using Dynamic Hierarchies: TreeVersity2 and the StemView,10.1109/TVCG.2013.231,http://dx.doi.org/10.1109/TVCG.2013.231,6634101,T,"Guerra-Gomez, J.;Pack, M.L.;Plaisant, C.;Shneiderman, B.",;;;,"Guerra-Gomez, J.;Pack, M.L.;Plaisant, C.;Shneiderman, B.",guerra-gomez_infovis_13,6102439;4015425;6064996;175815;4376153;1173150;4035741;1173148;1249026;4376152
InfoVis,2013,Visualizing Fuzzy Overlapping Communities in Networks,10.1109/TVCG.2013.232,http://dx.doi.org/10.1109/TVCG.2013.232,6634179,T,"Vehlow, C.;Reinhardt, T.;Weiskopf, D.",;;,"Vehlow, C.;Reinhardt, T.;Weiskopf, D.",vehlow_infovis_13,398872;1532126;6064991;5613447;5290706;1382909;5290741
InfoVis,2013,Visualizing Request-Flow Comparison to Aid Performance Diagnosis in Distributed Systems,10.1109/TVCG.2013.233,http://dx.doi.org/10.1109/TVCG.2013.233,6634197,T,"Sambasivan, R.R.;Shafer, I.;Mazurek, M.L.;Ganger, G.R.",;;;,"Sambasivan, R.R.;Shafer, I.;Mazurek, M.L.;Ganger, G.R.",sambasivan_infovis_13,5652910;4658146;4376146;6102442
InfoVis,2013,What Makes a Visualization Memorable?,10.1109/TVCG.2013.234,http://dx.doi.org/10.1109/TVCG.2013.234,6634103,T,"Borkin, M.A.;Vo, A.A.;Bylinskii, Z.;Isola, P.;Sunkavalli, S.;Oliva, A.;Pfister, H.",;;;;;;,"Borkin, M.;Vo, A.A.;Bylinskii, Z.;Isola, P.;Sunkavalli, S.;Oliva, A.;Pfister, H.",borkin_infovis_13,6327280;1382903;6327282;6327253;6064986
InfoVis,2012,A User Study on Curved Edges in Graph Visualization,10.1109/TVCG.2012.189,http://dx.doi.org/10.1109/TVCG.2012.189,6327250,T,"Kai Xu;Rooney, C.;Passmore, P.;Dong-Han Ham;Nguyen, P.H.",38489059400;38488869200;38180787500;38489463400;38490354300,"Kai Xu;Rooney, C.;Passmore, P.;Dong-Han Ham;Nguyen, P.H.",xu_infovis_12,6065003;1173155;4015425;1532136;1532131;1249008;4015424
InfoVis,2012,Adaptive Composite Map Projections,10.1109/TVCG.2012.192,http://dx.doi.org/10.1109/TVCG.2012.192,6327263,T,"Jenny, B.",38488917300,"Jenny, B.",jenny_infovis_12,6065023;5613425;885095
InfoVis,2012,Algorithms for Labeling Focus Regions,10.1109/TVCG.2012.193,http://dx.doi.org/10.1109/TVCG.2012.193,6327264,T,"Fink, M.;Haunert, J.-H.;Schulz, A.;Spoerhase, J.;Wolff, A.",38490470100;38017278900;38489531200;38489875600;37398094700,"Fink, M.;Haunert, J.-H.;Schulz, A.;Spoerhase, J.;Wolff, A.",fink_infovis_12,6065023;5613424;6064990;885087
InfoVis,2012,An Empirical Model of Slope Ratio Comparisons,10.1109/TVCG.2012.196,http://dx.doi.org/10.1109/TVCG.2012.196,6327267,T,"Talbot, J.;Gerth, J.;Hanrahan, P.",37604514900;37840462500;37349803800,"Talbot, J.;Gerth, J.;Hanrahan, P.",talbot_infovis_12,4015420;6064993
InfoVis,2012,An Empirical Study on Using Visual Embellishments in Visualization,10.1109/TVCG.2012.197,http://dx.doi.org/10.1109/TVCG.2012.197,6327282,T,"Borgo, R.;Abdul-Rahman, A.;Mohamed, F.;Grant, P.W.;Reppa, I.;Floridi, L.;Min Chen",37591074800;38489317800;38489907300;37267321300;38489814200;38490006300;38273288300,"Borgo, R.;Abdul-Rahman, A.;Mohamed, F.;Grant, P.W.;Reppa, I.;Floridi, L.;Chen, M.",borgo_infovis_12,5613460;568118;4658138;6064986
InfoVis,2012,Assessing the Effect of Visualizations on Bayesian Reasoning through Crowdsourcing,10.1109/TVCG.2012.199,http://dx.doi.org/10.1109/TVCG.2012.199,6327259,T,"Micallef, L.;Dragicevic, P.;Fekete, J.",38490161300;37590932700;37407972900,"Micallef, L.;Dragicevic, P.;Fekete, J.",micallef_infovis_12,5613447;5290706
InfoVis,2012,Beyond Mouse and Keyboard: Expanding Design Considerations for Information Visualization Interactions,10.1109/TVCG.2012.204,http://dx.doi.org/10.1109/TVCG.2012.204,6327275,T,"Bongshin Lee;Isenberg, P.;Riche, N.H.;Carpendale, S.",37293389400;37591317800;37590950700;37285000100,"Bongshin Lee;Isenberg, P.;Riche, N.H.;Carpendale, S.",lee_infovis_12,5613431;4376144;4658127;5290713;5613450;4376154;1532122;729560;4376145
InfoVis,2012,Capturing the Design Space of Sequential Space-filling Layouts,10.1109/TVCG.2012.205,http://dx.doi.org/10.1109/TVCG.2012.205,6327265,T,"Baudel, T.;Broeksema, B.",;,"Baudel, T.;Broeksema, B.",baudel_infovis_12,175815;4015439;146386;4015431;6064987;729560;5613436;4658149;5290702
InfoVis,2012,Comparing Clusterings Using Bertin's Idea,10.1109/TVCG.2012.207,http://dx.doi.org/10.1109/TVCG.2012.207,6327256,T,"Pilhofer, A.;Gribov, A.;Unwin, A.",38489815800;37326693200;38489067600,"Pilhofer, A.;Gribov, A.;Unwin, A.",pilhoefer_infovis_12,5613439;5613440
InfoVis,2012,Compressed Adjacency Matrices: Untangling Gene Regulatory Networks,10.1109/TVCG.2012.208,http://dx.doi.org/10.1109/TVCG.2012.208,6327251,T,"Dinkla, K.;Westenberg, M.A.;van Wijk, J.J.",38489573400;38185191700;37267249200,"Dinkla, K.;Westenberg, M.A.;van Wijk, J.J.",dinkla_infovis_12,6064992;4015417;4376154;1382886;1532126;1382907;4015425;4658145;4376153;1382884;4015435;5613445;1249030
InfoVis,2012,Design Considerations for Optimizing Storyline Visualizations,10.1109/TVCG.2012.212,http://dx.doi.org/10.1109/TVCG.2012.212,6327274,T,"Tanahashi, Y.;Kwan-Liu Ma",38490419400;38490054000,"Tanahashi, Y.;Kwan-Liu Ma",tanahashi_infovis_12,4658136;4658140;6065002;6065008;4015433;4376143;1249008;4658146;1173160
InfoVis,2012,Design Study Methodology: Reflections from the Trenches and the Stacks,10.1109/TVCG.2012.213,http://dx.doi.org/10.1109/TVCG.2012.213,6327248,T,"Sedlmair, M.;Meyer, M.;Munzner, T.",37590945600;37564728700;37349490300,"Sedlmair, M.;Meyer, M.;Munzner, T.",sedlmair_infovis_12,801869;559226;4658137;5290752;5613450;1532136;5613426;6102443;6065005;4389008;5290690;6065015;5290702;1249023;5290692;5290695;6065017
InfoVis,2012,Different Strokes for Different Folks: Visual Presentation Design between Disciplines,10.1109/TVCG.2012.214,http://dx.doi.org/10.1109/TVCG.2012.214,6327246,T,"Gomez, S.R.;Jianu, R.;Ziemkiewicz, C.;Hua Guo;Laidlaw, D.H.",38489539100;37887934300;37548028800;38489241200;37275712600,"Gomez, S.R.;Jianu, R.;Ziemkiewicz, C.;Hua Guo;Laidlaw, D.H.",gomez_infovis_12,6065018;5613437;5613452;6064988
InfoVis,2012,Does an Eye Tracker Tell the Truth about Visualizations?: findings while Investigating Visualizations for Decision Making,10.1109/TVCG.2012.215,http://dx.doi.org/10.1109/TVCG.2012.215,6327247,T,"Sung-Hee Kim;Zhihua Dong;Hanjun Xian;Upatising, B.;Ji Soo Yi",38489894700;38489279100;37399307600;38489813800;38238292000,"Sung-Hee Kim;Zhihua Dong;Hanjun Xian;Upatising, B.;Ji Soo Yi",kim_infovis_12,146402;6065011;4677363;5613432;6064990;5333920
InfoVis,2012,Evaluating Sketchiness as a Visual Variable for the Depiction of Qualitative Uncertainty,10.1109/TVCG.2012.220,http://dx.doi.org/10.1109/TVCG.2012.220,6327283,T,"Boukhelifa, N.;Bezerianos, A.;Isenberg, T.;Fekete, J.",;;;,"Boukhelifa, N.;Bezerianos, A.;Isenberg, T.;Fekete, J.",boukhelifa_infovis_12,1532853;235199;4376197;5290731;5332611;4035764;6327281;4376132;885679
InfoVis,2012,Evaluating the Effect of Style in Information Visualization,10.1109/TVCG.2012.221,http://dx.doi.org/10.1109/TVCG.2012.221,6327280,T,"Vande Moere, A.;Tomitsch, M.;Wimmer, C.;Christoph, B.;Grechenig, T.",37567251200;37946592500;38489562800;;37266011000,"Vande Moere, A.;Tomitsch, M.;Wimmer, C.;Christoph, B.;Grechenig, T.",vandemoere_infovis_12,4376134;4376131;5290706
InfoVis,2012,"Exploring Flow, Factors, and Outcomes of Temporal Event Sequences with the Outflow Visualization",10.1109/TVCG.2012.225,http://dx.doi.org/10.1109/TVCG.2012.225,6327272,T,"Wongsuphasawat, K.;Gotz, D.",37670523200;37601397400,"Wongsuphasawat, K.;Gotz, D.",wongsuphasawat_infovis_12,5290701;6102453;4015418;1532150;5332595;5290698;1532152;4035762
InfoVis,2012,Facilitating Discourse Analysis with Interactive Visualization,10.1109/TVCG.2012.226,http://dx.doi.org/10.1109/TVCG.2012.226,6327270,T,"Jian Zhao;Chevalier, F.;Collins, C.;Balakrishnan, R.",38024987300;37395495900;38490026700;37394495600,"Jian Zhao;Chevalier, F.;Collins, C.;Balakrishnan, R.",zhao_infovis_12,6102439;4376152;5290706;801869;1249030
InfoVis,2012,Graphical Overlays: Using Layered Elements to Aid Chart Reading,10.1109/TVCG.2012.229,http://dx.doi.org/10.1109/TVCG.2012.229,6327269,T,"Kong, N.;Agrawala, M.",37599492800;37282718200,"Kong, N.;Agrawala, M.",kong_infovis_12,6064957;175820;5290706;6064990
InfoVis,2012,Graphical Tests for Power Comparison of Competing Designs,10.1109/TVCG.2012.230,http://dx.doi.org/10.1109/TVCG.2012.230,6327249,T,"Hofmann, H.;Follett, L.;Majumder, M.;Cook, D.",37592793000;38489858600;38489014500;37358631700,"Hofmann, H.;Follett, L.;Majumder, M.;Cook, D.",hofmann_infovis_12,5290695;5613434
InfoVis,2012,How Capacity Limits of Attention Influence Information Visualization Effectiveness,10.1109/TVCG.2012.233,http://dx.doi.org/10.1109/TVCG.2012.233,6327245,T,"Haroz, S.;Whitney, D.",37697696900;38489136700,"Haroz, S.;Whitney, D.",haroz_infovis_12,963274;568118;5613436;1532838
InfoVis,2012,Intelligent Graph Layout Using Many Users' Input,10.1109/TVCG.2012.236,http://dx.doi.org/10.1109/TVCG.2012.236,6327276,T,Xiaoru Yuan;Limei Che;Yifan Hu;Xin Zhang,37403856700;38490517900;37403239700;38489293500,Xiaoru Yuan;Limei Che;Yifan Hu;Xin Zhang,yuan_infovis_12,4658147;1532130;5290700;4376155
InfoVis,2012,Interaction Support for Visual Comparison Inspired by Natural Behavior,10.1109/TVCG.2012.237,http://dx.doi.org/10.1109/TVCG.2012.237,6327278,T,"Tominski, C.;Forsell, C.;Johansson, J.",37283236000;37546939800;37273045500,"Tominski, C.;Forsell, C.;Johansson, J.",tominski2_infovis_12,4658124;4376145;6064997;4376144;4376150;5290697;1173157;6065028;4376154;4658123
InfoVis,2012,Interactive Level-of-Detail Rendering of Large Graphs,10.1109/TVCG.2012.238,http://dx.doi.org/10.1109/TVCG.2012.238,6327254,T,"Zinsmaier, M.;Brandes, U.;Deussen, O.;Strobelt, H.",38489526500;37550836200;37266781000;38108845300,"Zinsmaier, M.;Brandes, U.;Deussen, O.;Strobelt, H.",zinsmaier_infovis_12,1532150;4015416;6065003;4658140;4015436;4015425;5613456;1382906
InfoVis,2012,Living Liquid: Design and Evaluation of an Exploratory Visualization Tool for Museum Visitors,10.1109/TVCG.2012.244,http://dx.doi.org/10.1109/TVCG.2012.244,6327286,T,"Ma, J.;Liao, I.;Kwan-Liu Ma;Frazier, J.",38489269900;38241310900;38490053400;38233965200,"Ma, J.;Liao, I.;Kwan-Liu Ma;Frazier, J.",ma_infovis_12,4658128;6064986;1382897
InfoVis,2012,Memorability of Visual Features in Network Diagrams,10.1109/TVCG.2012.245,http://dx.doi.org/10.1109/TVCG.2012.245,6327253,T,"Marriott, K.;Purchase, H.;Wybrow, M.;Goncu, C.",37354163600;37329672500;37867777700;38490359600,"Marriott, K.;Purchase, H.;Wybrow, M.;Goncu, C.",marriott_infovis_12,4658147;5290700
InfoVis,2012,Organizing Search Results with a Reference Map,10.1109/TVCG.2012.250,http://dx.doi.org/10.1109/TVCG.2012.250,6327260,T,"Nocaj, A.;Brandes, U.",;,"Nocaj, A.;Brandes, U.",nocaj_infovis_12,1532128;636718;4015425;5613456;5290712
InfoVis,2012,Perception of Visual Variables on Tiled Wall-Sized Displays for Information Visualization Applications,10.1109/TVCG.2012.251,http://dx.doi.org/10.1109/TVCG.2012.251,6327257,T,"Bezerianos, A.;Isenberg, P.",37413699200;37591317800,"Bezerianos, A.;Isenberg, P.",bezerianos_infovis_12,6065014;4015437
InfoVis,2012,PivotPaths: Strolling through Faceted Information Spaces,10.1109/TVCG.2012.252,http://dx.doi.org/10.1109/TVCG.2012.252,6327277,T,"Dork, M.;Riche, N.H.;Ramos, G.;Dumais, S.",37590950400;37590950700;38030407700;37871035200,"Dork, M.;Riche, N.H.;Ramos, G.;Dumais, S.",doerk_infovis_12,5333443;5613456;4035752;4389006;4677370;4376146;4658131
InfoVis,2012,RankExplorer: Visualization of Ranking Changes in Large Time Series Data,10.1109/TVCG.2012.253,http://dx.doi.org/10.1109/TVCG.2012.253,6327273,T,Conglei Shi;Weiwei Cui;Shixia Liu;Panpan Xu;Wei Chen;Huamin Qu,38019494400;37391623900;37406039100;37999118700;37279188600;37272637300,Conglei Shi;Weiwei Cui;Shixia Liu;Panpan Xu;Wei Chen;Huamin Qu,shi_infovis_12,4658136;5652931;5613426;5652530;885098;1532148;6065010;4376143;4658174;5613451;4658150;5290711;801851;1532122;485140;5613457;6065008;5613429;6065009;5290708
InfoVis,2012,RelEx: Visualization for Actively Changing Overlay Network Specifications,10.1109/TVCG.2012.255,http://dx.doi.org/10.1109/TVCG.2012.255,6327279,T,"Sedlmair, M.;Frank, A.;Munzner, T.;Butz, A.",37590945600;38490124000;37349490300;37299644000,"Sedlmair, M.;Frank, A.;Munzner, T.;Butz, A.",sedlmair2_infovis_12,4015417;1382904;6102443;4376154;5290695;5290690;801869;4658145;4658137;1532126;6327248;1249030;4035752
InfoVis,2012,Representative Factor Generation for the Interactive Visual Analysis of High-Dimensional Data,10.1109/TVCG.2012.256,http://dx.doi.org/10.1109/TVCG.2012.256,6327268,T,"Turkay, C.;Lundervold, A.;Lundervold, A.J.;Hauser, H.",37567685600;37373564100;38489275800;37274158800,"Turkay, C.;Lundervold, A.;Lundervold, A.;Hauser, H.",turkay_infovis_12,5290745;1532142;6102449;885086;346302;4658163;6065027;4376166;809866;1382891;1382892;5290704
InfoVis,2012,Sketchy Rendering for Information Visualization,10.1109/TVCG.2012.262,http://dx.doi.org/10.1109/TVCG.2012.262,6327281,T,"Wood, J.;Isenberg, P.;Isenberg, T.;Dykes, J.;Boukhelifa, N.;Slingsby, A.",37399045100;37591317800;37297057400;37605079900;37325862800;37590960700,"Wood, J.;Isenberg, P.;Isenberg, T.;Dykes, J.;Boukhelifa, N.;Slingsby, A.",wood_infovis_12,5613436;6064986;6327283;6065018;6065017;6064988
InfoVis,2012,SnapShot: Visualization to Propel Ice Hockey Analytics,10.1109/TVCG.2012.263,http://dx.doi.org/10.1109/TVCG.2012.263,6327288,T,"Pileggi, H.;Stolper, C.D.;Boyle, J.M.;Stasko, J.T.",38488862800;38490190000;38490191800;37267736900,"Pileggi, H.;Stolper, C.D.;Boyle, J.M.;Stasko, J.",pileggi_infovis_12,5613452;4376130;636793;6064996;4376131;559229
InfoVis,2012,Spatial Text Visualization Using Automatic Typographic Maps,10.1109/TVCG.2012.264,http://dx.doi.org/10.1109/TVCG.2012.264,6327261,T,"Afzal, S.;Maciejewski, R.;Yun Jang;Elmqvist, N.;Ebert, D.S.",37601862300;37396008400;37557344300;37295438200;37282598900,"Afzal, S.;Maciejewski, R.;Yun Jang;Elmqvist, N.;Ebert, D.S.",afzal_infovis_12,5652931;5613425;5613458;528686;663912;885694;1532131;1173144;4658149;5613457;5290722;885095
InfoVis,2012,Stacking-Based Visualization of Trajectory Attribute Data,10.1109/TVCG.2012.265,http://dx.doi.org/10.1109/TVCG.2012.265,6327262,T,"Tominski, C.;Schumann, H.;Andrienko, G.;Andrienko, N.",37283236000;37283240400;37283047100;37283047700,"Tominski, C.;Schumann, H.;Andrienko, G.;Andrienko, N.",tominski_infovis_12,5613442;6102455;5332593;480803;1382887;1532144;6102454
InfoVis,2012,Taxonomy-Based Glyph Design---with a Case Study on Visualizing Workflows of Biological Experiments,10.1109/TVCG.2012.271,http://dx.doi.org/10.1109/TVCG.2012.271,6327266,T,"Maguire, E.;Rocca-Serra, P.;Sansone, S.-A.;Davies, J.;Min Chen",38489729700;38489532000;38489722500;37320294300;38489316600,"Maguire, E.;Rocca-Serra, P.;Sansone, S.-A.;Davies, J.;Chen, M.",maguire_infovis_12,4015499;6327282;5613460;485141;729570
InfoVis,2012,The DeepTree Exhibit: Visualizing the Tree of Life to Facilitate Informal Learning,10.1109/TVCG.2012.272,http://dx.doi.org/10.1109/TVCG.2012.272,6327285,T,"Block, F.;Horn, M.S.;Phillips, B.C.;Diamond, J.;Evans, E.M.;Chia Shen",37884160900;38490270400;38490599200;38489620500;38490437100;38490180100,"Block, F.;Horn, M.S.;Phillips, B.C.;Diamond, J.;Evans, E.M.;Chia Shen",block_infovis_12,963285;636718;5290695;4376146;1173153;4658128;1173148;4376134
InfoVis,2012,Understanding Pen and Touch Interaction for Data Exploration on Interactive Whiteboards,10.1109/TVCG.2012.275,http://dx.doi.org/10.1109/TVCG.2012.275,6327284,T,"Walny, J.;Bongshin Lee;Johns, P.;Riche, N.H.;Carpendale, S.",38016653500;37293389400;38489632600;37590950700;37285000100,"Walny, J.;Bongshin Lee;Johns, P.;Riche, N.H.;Carpendale, S.",walny_infovis_12,6327281;5290720;6065018;4376145;5613431
InfoVis,2012,Visual Semiotics &amp;amp; Uncertainty Visualization: An Empirical Study,10.1109/TVCG.2012.279,http://dx.doi.org/10.1109/TVCG.2012.279,6327255,T,"MacEachren, A.M.;Roth, R.E.;O'Brien, J.;Li, B.;Swingley, D.;Gahegan, M.",37374699000;38489149900;38490350000;38490350500;38489925400;38490482800,"MacEachren, A.M.;Roth, R.E.;O'Brien, J.;Li, B.;Swingley, D.;Gahegan, M.",maceachren_infovis_12,235199;6065022;5290731
